zip,lat,lng
78228,29.46095,-98.57201
78229,29.50555,-98.5722
78230,29.54613,-98.55551
78231,29.57806,-98.54271
78232,29.58813,-98.47482
78233,29.55554,-98.36174
78234,29.46039,-98.43924
78235,29.34604,-98.44367
78236,29.37811,-98.64431
78237,29.42111,-98.56936
78238,29.47142,-98.61823
78239,29.5168,-98.363
78240,29.52465,-98.60749
78242,29.35068,-98.60741
78243,29.37168,-98.59514
78244,29.4738,-98.35006
78245,29.40396,-98.73079
78247,29.58549,-98.40706
78248,29.59043,-98.52525
78249,29.56794,-98.61344
78250,29.50319,-98.66622
78251,29.46217,-98.67597
78252,29.34095,-98.70525
78253,29.46742,-98.79061
78254,29.53692,-98.73779
78255,29.65431,-98.66554
78256,29.62304,-98.62635
78257,29.66125,-98.58357
78258,29.6337,-98.49605
78259,29.6263,-98.42781
78260,29.69666,-98.48745
78261,29.69179,-98.40194
78263,29.35945,-98.30933
78264,29.18832,-98.50115
78266,29.65386,-98.33056
78330,27.74268,-97.91564
78332,27.71843,-98.14284
78335,27.87319,-97.09231
78336,27.94281,-97.18347
78338,26.89255,-97.76259
78339,27.8051,-97.79225
78340,28.12487,-97.21094
78341,27.62992,-98.48907
78342,27.65994,-98.07565
78343,27.6194,-97.74459
78344,27.48004,-98.86472
78349,27.37535,-98.29991
78351,27.67312,-97.75971
78352,27.96291,-97.67901
78353,26.88252,-98.22368
78355,27.19012,-98.20251
78357,27.84383,-98.6217
78358,28.06831,-97.04422
78359,27.92357,-97.28712
78361,27.10434,-98.78676
78362,27.86644,-97.202
78363,27.44952,-97.86266
78368,28.10546,-97.8103
78369,27.36791,-98.99744
78370,27.94872,-97.60099
78371,27.62829,-98.95939
78372,27.98728,-98.0559
78373,27.77081,-97.12146
78374,27.89798,-97.37805
78375,27.39448,-98.14464
78376,27.41844,-98.51401
78377,28.35557,-97.15776
78379,27.30223,-97.79593
78380,27.78904,-97.74623
78382,28.14389,-97.05081
78383,28.09163,-97.96376
78384,27.85315,-98.37031
78385,27.17648,-97.82556
78387,28.09173,-97.54469
78389,28.24899,-97.6607
78390,27.99889,-97.32982
78391,28.18201,-97.73277
78393,28.19994,-97.36805
78401,27.79814,-97.40096
78402,27.82253,-97.3967
78404,27.76805,-97.39899
78405,27.77425,-97.43876
78406,27.77125,-97.51879
78407,27.81081,-97.43897
78408,27.795,-97.44693
78409,27.80941,-97.52283
78410,27.83848,-97.59654
78411,27.72946,-97.38567
78412,27.70386,-97.34302
78413,27.68352,-97.40538
78414,27.6603,-97.36893
78415,27.6566,-97.48182
78416,27.75202,-97.43651
78417,27.73965,-97.46681
78418,27.6155,-97.26563
78419,27.69491,-97.26889
78501,26.21583,-98.23917
78503,26.16531,-98.24764
78504,26.27199,-98.23657
78516,26.14583,-98.11938
78520,25.96396,-97.55009
78521,25.95038,-97.32167
78526,25.99101,-97.43946
78535,26.25422,-97.74283
78536,26.64926,-98.4511
78537,26.16193,-98.0567
78538,26.37276,-97.97821
78539,26.27915,-98.18321
78541,26.44808,-98.2842
78542,26.45199,-98.08433
78543,26.29737,-97.99997
78545,26.59041,-99.11813
78548,26.27077,-98.65456
78549,26.46091,-98.03375
78550,26.25668,-97.66671
78552,26.19515,-97.75029
78557,26.10688,-98.24342
78558,26.29962,-98.03525
78559,26.14816,-97.83135
78560,26.24621,-98.49434
78561,26.47802,-97.91812
78562,26.2936,-97.89878
78563,26.65735,-98.25679
78564,26.67347,-99.10304
78565,26.24351,-98.55199
78566,26.14669,-97.40331
78567,26.05192,-97.73932
78569,26.37182,-97.74312
78570,26.1748,-97.91091
78572,26.2281,-98.37665
78573,26.29366,-98.30077
78574,26.31893,-98.37006
78575,26.02475,-97.52767
78576,26.30714,-98.47605
78577,26.15047,-98.19104
78578,26.05308,-97.31838
78579,26.08664,-97.95966
78580,26.48667,-97.73793
78582,26.55556,-98.73563
78583,26.26418,-97.48613
78584,26.57856,-98.98753
78585,26.52601,-99.12132
78586,26.10508,-97.63109
78588,26.73785,-98.39723
78589,26.16789,-98.15483
78590,26.506,-97.6521
78591,26.58074,-98.51372
78592,26.06523,-97.84603
78593,26.27384,-97.82223
78594,26.34519,-97.79489
78595,26.29144,-98.54548
78596,26.15805,-97.98925
78597,26.2491,-97.19744
78598,26.55777,-97.43679
78602,30.12383,-97.3284
78605,30.78219,-98.04562
78606,30.0926,-98.46684
78607,30.8244,-98.47562
78608,30.93527,-97.93381
78609,30.76313,-98.44875
78610,30.07722,-97.83741
78611,30.79177,-98.26016
78612,30.0942,-97.48683
78613,30.50395,-97.82463
78614,29.41743,-97.59346
78615,30.46862,-97.38361
78616,29.94013,-97.562
78617,30.14718,-97.59615
78618,30.47773,-99.16514
78619,30.11223,-98.03326
78620,30.21894,-98.12895
78621,30.3385,-97.36146
78622,29.75397,-97.77604
78623,29.97297,-98.23303
78624,30.28151,-98.87712
78626,30.66539,-97.59735
78628,30.64109,-97.75111
78629,29.47721,-97.45171
78631,30.33775,-99.3053
78632,29.69633,-97.47047
78633,30.742,-97.75434
78634,30.55906,-97.54472
78635,30.21084,-98.55965
78636,30.30504,-98.41888
78638,29.65691,-97.79497
78639,30.66282,-98.44043
78640,29.99495,-97.82813
78641,30.56176,-97.91517
78642,30.69726,-97.94693
78643,30.69023,-98.69483
78644,29.87049,-97.67528
78645,30.44901,-97.96998
78648,29.69106,-97.6345
78650,30.29938,-97.21842
78652,30.13281,-97.87467
78653,30.33942,-97.52362
78654,30.57234,-98.20729
78655,29.81445,-97.84019
78656,29.90046,-97.80867
78657,30.53097,-98.37773
78659,30.20889,-97.1236
78660,30.44304,-97.5955
78661,29.72559,-97.75364
78662,29.93523,-97.43422
78663,30.42067,-98.33532
78664,30.50477,-97.64581
78665,30.54489,-97.64379
78666,29.87958,-97.96642
78669,30.42263,-98.12241
78670,29.77133,-97.82003
78671,30.21635,-98.62376
78672,30.85966,-98.4711
78675,30.44589,-98.68497
78676,30.03288,-98.1459
78677,29.34997,-97.58022
78681,30.53345,-97.72475
78701,30.27049,-97.74235
78702,30.26327,-97.71432
78703,30.29409,-97.76571
78704,30.24315,-97.76537
78705,30.29437,-97.73855
78712,30.28502,-97.73477
78717,30.48988,-97.75371
78719,30.14483,-97.67083
78721,30.27005,-97.68365
78722,30.28997,-97.71465
78723,30.30427,-97.6857
78724,30.2944,-97.61415
78725,30.23581,-97.60837
78726,30.42949,-97.84207
78727,30.4295,-97.71741
78728,30.45655,-97.68986
78729,30.45842,-97.75595
78730,30.36489,-97.83731
78731,30.34736,-97.76847
78732,30.37912,-97.8931
78733,30.32323,-97.87609
78734,30.37853,-97.94961
78735,30.2659,-97.86658
78736,30.2611,-97.95944
78737,30.18779,-97.95966
78738,30.31942,-97.95838
78739,30.17845,-97.88869
78741,30.23049,-97.71401
78742,30.24413,-97.6583
78744,30.18277,-97.7292
78745,30.20685,-97.79738
78746,30.29729,-97.81054
78747,30.12653,-97.74017
78748,30.16538,-97.82343
78749,30.21376,-97.85821
78750,30.41828,-97.80246
78751,30.31082,-97.72274
78752,30.3318,-97.70426
78753,30.38204,-97.67361
78754,30.35575,-97.64482
78756,30.32227,-97.74017
78757,30.35158,-97.73252
78758,30.38799,-97.70684
78759,30.40268,-97.76105
78801,29.35664,-99.87147
78802,29.15502,-99.88182
78827,28.42467,-99.73537
78828,29.86443,-100.01737
78829,28.88992,-99.5591
78830,28.52537,-99.50854
78832,29.39073,-100.41626
78833,29.69362,-100.0589
78834,28.46432,-99.92139
78836,28.29633,-99.70453
78837,29.83396,-101.21497
78838,29.5291,-99.74382
78839,28.71397,-99.81652
78840,29.74211,-100.88273
78843,29.35687,-100.77863
78850,29.2803,-99.32772
78851,30.00451,-101.93072
78852,28.75206,-100.31076
78860,28.4824,-100.29501
78861,29.4267,-99.15448
78870,29.29912,-99.62906
78871,29.99927,-101.64943
78872,28.92589,-99.88007
78873,29.76653,-99.73619
78877,28.94734,-100.59231
78879,29.64778,-99.67588
78880,29.97978,-100.28849
78881,29.38703,-99.52982
78883,29.68094,-99.31614
78884,29.61297,-99.49586
78885,29.82233,-99.54779
78886,29.13463,-99.16072
78931,30.02924,-96.44481
78932,30.16565,-96.70635
78933,29.79539,-96.35761
78934,29.69375,-96.56013
78935,29.69035,-96.43037
78938,29.80211,-96.69061
78940,29.93148,-96.66018
78941,29.74273,-97.15231
78942,30.16902,-96.92221
78943,29.71058,-96.61184
78944,30.00044,-96.498
78945,29.91566,-96.88947
78946,30.19124,-96.7709
78947,30.42087,-97.03765
78948,30.303,-96.962
78949,29.84133,-97.08594
78950,29.90255,-96.48193
78951,29.58729,-96.82441
78953,29.85221,-97.3483
78954,30.04585,-96.69958
78956,29.68793,-96.93415
78957,30.01287,-97.17577
78959,29.69773,-97.30285
78962,29.65418,-96.73556
78963,29.92617,-97.02795
79001,35.32994,-102.78511
79003,35.58004,-100.09469
79005,36.38545,-100.50396
79007,35.69979,-101.39788
79009,34.53322,-102.88568
79010,35.44483,-102.12361
79011,35.63469,-100.22942
79012,35.26652,-102.10915
79013,36.03842,-102.00335
79014,35.91221,-100.29815
79015,34.94033,-101.91645
79016,34.98342,-101.91869
79018,35.69549,-102.38627
79019,35.00734,-101.39694
79021,33.98484,-102.02773
79022,36.10661,-102.61108
79024,36.43866,-100.34721
79025,34.94105,-102.20592
79027,34.48692,-102.33088
79029,35.89512,-102.02432
79031,34.26917,-102.45283
79032,34.28289,-101.94141
79033,36.33008,-100.98394
79034,36.37348,-100.16502
79035,34.68445,-102.78722
79036,35.61317,-101.5486
79039,35.26041,-101.09514
79040,36.29869,-101.5571
79041,34.04769,-101.93131
79042,34.74685,-101.90316
79043,34.3705,-102.13488
79044,35.87299,-102.36703
79045,34.91238,-102.559
79046,36.16346,-100.1216
79051,36.47743,-102.26
79052,34.36103,-101.74243
79053,34.40737,-102.58598
79054,35.42573,-100.7875
79056,36.21716,-100.2212
79057,35.24304,-100.64262
79058,35.61639,-101.9076
79059,35.83018,-100.76786
79061,35.52039,-100.44182
79062,36.03137,-101.52535
79063,34.52584,-102.10042
79064,34.19815,-102.12114
79065,35.54207,-100.89977
79068,35.34372,-101.4365
79070,36.27683,-100.79875
79072,34.17157,-101.73864
79078,35.70049,-101.55827
79079,35.20904,-100.24311
79080,35.7348,-101.21074
79081,36.2301,-101.21809
79082,34.22431,-102.28774
79083,35.88432,-101.52804
79084,36.2801,-102.00052
79085,34.74073,-102.51441
79086,36.03845,-101.77411
79087,36.30895,-102.93592
79088,34.57853,-101.69538
79091,34.90633,-102.11251
79092,35.2815,-102.46868
79093,36.28992,-101.03396
79094,34.85074,-101.52675
79095,34.89616,-100.2061
79096,35.43811,-100.19616
79097,35.43582,-101.17852
79098,35.15532,-102.22843
79101,35.20599,-101.8395
79102,35.19953,-101.84679
79103,35.17735,-101.79438
79104,35.20277,-101.78864
79105,35.68833,-101.81166
79106,35.20318,-101.89519
79107,35.22938,-101.80225
79108,35.35066,-101.80583
79109,35.16631,-101.88646
79110,35.14901,-101.87111
79111,35.21967,-101.68927
79118,35.09861,-101.73879
79119,35.1103,-102.01664
79121,35.17471,-101.92969
79124,35.26275,-101.9691
79201,34.43714,-100.28085
79220,33.75776,-100.78642
79225,34.25629,-99.51497
79226,34.9032,-100.99529
79227,33.89959,-99.77069
79229,33.66676,-100.67822
79230,34.72708,-100.05158
79231,33.90636,-101.07004
79233,34.52345,-100.52865
79234,34.22681,-100.92952
79235,33.96354,-101.25214
79236,33.64183,-100.22812
79237,34.91338,-100.63785
79239,34.65106,-100.75781
79240,34.88121,-100.77109
79241,34.1848,-101.38675
79243,33.75949,-100.99107
79244,34.03173,-100.84614
79245,34.84545,-100.50845
79247,34.32984,-99.40915
79248,34.00044,-100.29275
79250,33.87872,-101.59392
79251,34.92884,-100.4389
79252,34.30503,-99.81699
79255,34.34612,-101.05839
79256,33.89496,-100.7464
79257,34.46104,-101.28703
79258,34.22723,-101.28847
79259,34.40296,-100.46304
79261,34.45015,-100.81109
79311,33.86075,-101.88301
79312,34.0517,-102.36313
79313,33.8049,-102.16223
79314,33.58496,-103.01455
79316,33.14437,-102.31614
79322,33.65766,-101.18732
79323,32.94697,-102.8723
79324,33.89795,-102.68244
79325,34.41493,-102.94
79326,34.07796,-102.21612
79329,33.7248,-101.68202
79330,33.03672,-101.20986
79331,32.69327,-102.01053
79336,33.60538,-102.40278
79339,33.88987,-102.33544
79342,32.90819,-102.33659
79343,33.65565,-101.53012
79344,33.84496,-102.93043
79345,33.3342,-102.32964
79346,33.64819,-102.82493
79347,34.17746,-102.78205
79350,33.732,-101.83155
79351,32.92342,-101.76913
79353,33.78403,-102.58383
79355,33.18172,-102.87666
79356,33.25907,-101.33041
79357,33.61648,-101.40248
79358,33.43884,-102.19135
79359,32.96703,-102.58927
79360,32.68905,-102.74146
79363,33.70901,-102.04105
79364,33.45204,-101.64305
79366,33.5302,-101.68373
79367,33.62146,-102.19081
79369,33.95575,-102.14515
79370,33.50305,-100.90344
79371,33.97458,-102.75405
79372,33.43423,-102.4884
79373,33.1708,-101.83551
79376,33.2339,-102.67314
79377,32.9321,-102.13166
79378,33.05323,-102.48596
79379,33.51064,-102.64638
79380,33.74713,-102.35928
79381,33.32286,-101.7652
79382,33.45859,-102.02106
79401,33.58785,-101.85142
79403,33.64459,-101.76828
79404,33.52535,-101.79632
79406,33.58346,-101.88127
79407,33.56317,-102.07932
79410,33.56969,-101.89127
79411,33.57002,-101.85779
79412,33.54539,-101.85744
79413,33.54623,-101.88729
79414,33.54875,-101.91944
79415,33.69754,-101.90482
79416,33.60429,-101.97648
79423,33.44038,-101.85079
79424,33.46993,-101.94095
79501,32.74484,-99.90508
79502,33.17852,-100.24899
79503,32.87114,-99.69598
79504,32.32056,-99.35231
79505,33.57584,-99.81598
79506,32.118,-100.32343
79508,32.27415,-99.82596
79510,32.27507,-99.52899
79511,32.41453,-101.25956
79512,32.31554,-100.91777
79517,32.87674,-101.2428
79518,33.33064,-100.72207
79519,32.04873,-99.69702
79520,32.8649,-100.13233
79521,33.12233,-99.65411
79525,32.63113,-99.8318
79526,32.63738,-100.72017
79527,32.64375,-101.15093
79528,33.26207,-100.79076
79529,33.43853,-99.8473
79530,32.11907,-99.75931
79532,32.40497,-100.71227
79533,32.85547,-99.55487
79534,32.75672,-100.21828
79535,32.2257,-100.47632
79536,32.47379,-100.03346
79537,32.29188,-100.21075
79538,31.97812,-99.68094
79539,33.36843,-99.88222
79540,33.16876,-100.03773
79541,32.15305,-99.81497
79543,32.7218,-100.40076
79544,33.30149,-99.8529
79545,32.41143,-100.58009
79546,32.89242,-100.49804
79547,33.19918,-99.91192
79548,33.05571,-99.92296
79549,32.91367,-100.84508
79553,32.93883,-99.84265
79556,32.45432,-100.36402
79560,32.67888,-100.20888
79561,32.52132,-100.20042
79562,32.24438,-99.86598
79563,32.42317,-99.90768
79565,32.39462,-101.09317
79566,32.11347,-100.12203
79567,31.97769,-99.95308
79601,32.57965,-99.6635
79602,32.33948,-99.66982
79603,32.40153,-99.88473
79605,32.43398,-99.78205
79606,32.36095,-99.82696
79607,32.42853,-99.82546
79699,32.46227,-99.71591
79701,31.99237,-102.08147
79703,31.97945,-102.13231
79705,32.05114,-102.05955
79706,31.84553,-102.00235
79707,32.03347,-102.21158
79713,32.49638,-101.7556
79714,32.32942,-102.69917
79718,31.00534,-103.76187
79719,31.46009,-103.4056
79720,32.25364,-101.47291
79730,31.16955,-103.0851
79731,31.41809,-102.4833
79733,32.10287,-101.36544
79734,30.68395,-103.95565
79735,30.74292,-102.78315
79738,32.75708,-101.47557
79739,31.76368,-101.51602
79741,31.97,-102.62753
79742,31.34203,-102.86845
79743,31.17762,-102.59435
79744,30.92196,-101.97037
79745,31.82641,-103.052
79748,32.41116,-101.65048
79749,32.28903,-101.87178
79752,31.21544,-102.15319
79754,31.80166,-103.59994
79755,31.50464,-101.93778
79756,31.54579,-102.85809
79758,32.00814,-102.33409
79759,31.79645,-102.7018
79761,31.85574,-102.34958
79762,31.92649,-102.35443
79763,31.79918,-102.46788
79764,31.89055,-102.47102
79765,31.92346,-102.29241
79766,31.70334,-102.41204
79770,31.86403,-103.92976
79772,31.42539,-103.62296
79777,31.49787,-103.12979
79778,31.17612,-101.92388
79780,31.06194,-103.59216
79781,30.59596,-101.77778
79782,32.15841,-101.84321
79783,32.32171,-102.04228
79785,31.32749,-103.90691
79788,31.57296,-102.98349
79789,31.76026,-103.18576
79821,31.97693,-106.59781
79830,29.80008,-103.22466
79831,30.4295,-103.32553
79834,29.29122,-103.2653
79835,31.93522,-106.58693
79836,31.57128,-106.2019
79837,32.19025,-105.26698
79838,31.49183,-106.17359
79839,31.21315,-105.60772
79842,30.09107,-103.11656
79843,30.12696,-104.22342
79845,29.88856,-104.51961
79846,29.45217,-103.99027
79847,31.80678,-104.97246
79848,30.24901,-102.30543
79849,31.56127,-106.25047
79851,31.28841,-105.31974
79852,29.40324,-103.62418
79853,31.42987,-106.06371
79854,30.57932,-104.65911
79855,31.09237,-104.63689
79901,31.76003,-106.47978
79902,31.78412,-106.4979
79903,31.78615,-106.4418
79904,31.85286,-106.44646
79905,31.76655,-106.42483
79906,31.80924,-106.41651
79907,31.7075,-106.32682
79908,31.85719,-106.38038
79911,31.89246,-106.54251
79912,31.84821,-106.53264
79915,31.74585,-106.37235
79916,31.81397,-106.41816
79920,31.82472,-106.45173
79922,31.81507,-106.56101
79924,31.90245,-106.41325
79925,31.79772,-106.36331
79927,31.64455,-106.27373
79928,31.62865,-106.15597
79930,31.82029,-106.46993
79932,31.87818,-106.60642
79934,31.9519,-106.43401
79935,31.76791,-106.33018
79936,31.77618,-106.29785
79938,31.83091,-105.97012
79942,30.57792,-101.34275
